'Elapsed time','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
0.826,0.098,0.059,0.14,93.9,29.225,-0.53,0.563
0.828,0.098,0.06,0.141,93.9,29.225,-0.53,0.563
0.83,0.098,0.061,0.143,93.9,29.225,-0.53,0.563
0.832,0.097,0.061,0.144,97.5,30.175,-0.51,0.55
0.834,0.095,0.062,0.146,97.5,30.175,-0.51,0.55
0.836,0.094,0.061,0.146,97.5,30.175,-0.51,0.55
0.838,0.093,0.061,0.146,97.5,30.175,-0.51,0.55
0.84,0.092,0.06,0.143,101.1,31.1,-0.481,0.537
0.842,0.092,0.059,0.141,101.1,31.1,-0.481,0.537
0.844,0.091,0.058,0.138,101.1,31.1,-0.481,0.537
0.846,0.09,0.057,0.135,101.1,31.1,-0.481,0.537
0.848,0.088,0.056,0.132,104.6,31.925,-0.445,0.523
0.85,0.087,0.054,0.129,104.6,31.925,-0.445,0.523
0.852,0.085,0.052,0.126,104.6,31.925,-0.445,0.523
0.854,0.083,0.05,0.123,104.6,31.925,-0.445,0.523
0.856,0.081,0.048,0.118,107.75,32.5,-0.399,0.509
0.858,0.078,0.046,0.114,107.75,32.5,-0.399,0.509
0.86,0.075,0.044,0.11,107.75,32.5,-0.399,0.509
0.862,0.072,0.042,0.105,107.75,32.5,-0.399,0.509
0.864,0.068,0.039,0.1,110.35,32.85,-0.341,0.494
0.866,0.063,0.036,0.095,110.35,32.85,-0.341,0.494
0.868,0.059,0.034,0.09,110.35,32.85,-0.341,0.494
0.87,0.054,0.031,0.085,110.35,32.85,-0.341,0.494
0.872,0.049,0.029,0.079,112.4,32.85,-0.275,0.479
0.874,0.044,0.028,0.073,112.4,32.85,-0.275,0.479
0.876,0.04,0.026,0.066,112.4,32.85,-0.275,0.479
0.878,0.035,0.025,0.059,112.4,32.85,-0.275,0.479
0.88,0.031,0.023,0.051,113.75,32.575,-0.196,0.465
0.882,0.027,0.021,0.044,113.75,32.575,-0.196,0.465
0.884,0.024,0.019,0.037,113.75,32.575,-0.196,0.465
0.886,0.02,0.018,0.031,113.75,32.575,-0.196,0.465
0.888,0.017,0.017,0.027,114.45,31.975,-0.114,0.449
0.89,0.014,0.015,0.023,114.45,31.975,-0.114,0.449
0.892,0.011,0.013,0.02,114.45,31.975,-0.114,0.449
0.894,0.009,0.011,0.017,114.45,31.975,-0.114,0.449
0.896,0.006,0.009,0.015,114.45,31.225,-0.025,0.433
0.898,0.003,0.006,0.012,114.45,31.225,-0.025,0.433
0.9,0,0.004,0.009,114.45,31.225,-0.025,0.433
0.902,-0.003,0.003,0.005,114.45,31.225,-0.025,0.433
0.904,-0.005,0.003,0.002,113.75,30.35,0.06,0.418
0.906,-0.008,0.002,-0.002,113.75,30.35,0.06,0.418
0.908,-0.011,0.001,-0.005,113.75,30.35,0.06,0.418
0.91,-0.013,-0.001,-0.009,113.75,30.35,0.06,0.418
0.912,-0.015,-0.003,-0.013,112.55,29.225,0.145,0.402
0.914,-0.016,-0.004,-0.016,112.55,29.225,0.145,0.402
0.916,-0.018,-0.004,-0.018,112.55,29.225,0.145,0.402
0.918,-0.019,-0.005,-0.02,112.55,29.225,0.145,0.402
0.92,-0.021,-0.006,-0.021,110.8,28,0.226,0.386
0.922,-0.022,-0.007,-0.023,110.8,28,0.226,0.386
0.924,-0.023,-0.007,-0.024,110.8,28,0.226,0.386
0.926,-0.024,-0.008,-0.025,110.8,28,0.226,0.386
0.928,-0.025,-0.008,-0.026,108.45,26.775,0.294,0.37
0.93,-0.026,-0.008,-0.027,108.45,26.775,0.294,0.37
0.932,-0.026,-0.007,-0.026,108.45,26.775,0.294,0.37
0.934,-0.026,-0.007,-0.026,108.45,26.775,0.294,0.37
0.936,-0.026,-0.006,-0.026,105.75,25.65,0.352,0.354
0.938,-0.026,-0.006,-0.027,105.75,25.65,0.352,0.354
0.94,-0.025,-0.005,-0.028,105.75,25.65,0.352,0.354
0.942,-0.025,-0.005,-0.028,105.75,25.65,0.352,0.354
0.944,-0.024,-0.004,-0.028,102.7,24.65,0.398,0.338
0.946,-0.023,-0.004,-0.027,102.7,24.65,0.398,0.338
0.948,-0.022,-0.004,-0.025,102.7,24.65,0.398,0.338
0.95,-0.021,-0.004,-0.024,102.7,24.65,0.398,0.338
0.952,-0.02,-0.004,-0.024,99.4,23.55,0.427,0.321
0.954,-0.019,-0.003,-0.023,99.4,23.55,0.427,0.321
0.956,-0.018,-0.002,-0.022,99.4,23.55,0.427,0.321
0.958,-0.018,-0.001,-0.021,99.4,23.55,0.427,0.321
0.96,-0.018,0,-0.019,96.05,22.3,0.447,0.305
0.962,-0.019,0.001,-0.018,96.05,22.3,0.447,0.305
0.964,-0.018,0.002,-0.017,96.05,22.3,0.447,0.305
0.966,-0.018,0.003,-0.015,96.05,22.3,0.447,0.305
0.968,-0.017,0.004,-0.015,92.8,21.25,0.447,0.291
0.97,-0.016,0.004,-0.014,92.8,21.25,0.447,0.291
0.972,-0.015,0.005,-0.014,92.8,21.25,0.447,0.291
0.974,-0.014,0.006,-0.014,92.8,21.25,0.447,0.291
0.976,-0.013,0.007,-0.013,89.85,20.675,0.435,0.278
0.978,-0.011,0.008,-0.012,89.85,20.675,0.435,0.278
0.98,-0.011,0.008,-0.011,89.85,20.675,0.435,0.278
0.982,-0.01,0.008,-0.011,89.85,20.675,0.435,0.278
0.984,-0.009,0.009,-0.011,87.4,20.9,0.408,0.265
0.986,-0.008,0.01,-0.01,87.4,20.9,0.408,0.265
0.988,-0.007,0.011,-0.009,87.4,20.9,0.408,0.265
0.99,-0.006,0.012,-0.008,87.4,20.9,0.408,0.265
0.992,-0.004,0.013,-0.007,85.4,22.075,0.373,0.253
0.994,-0.003,0.015,-0.006,85.4,22.075,0.373,0.253
0.996,-0.002,0.018,-0.004,85.4,22.075,0.373,0.253
0.998,0,0.02,-0.003,85.4,22.075,0.373,0.253
1,0.002,0.024,-0.002,83.75,23.95,0.325,0.242
1.002,0.004,0.028,0,83.75,23.95,0.325,0.242
1.004,0.006,0.033,0.002,83.75,23.95,0.325,0.242
1.006,0.008,0.038,0.003,83.75,23.95,0.325,0.242
1.008,0.01,0.044,0.004,82.6,26.25,0.267,0.232
1.01,0.012,0.05,0.005,82.6,26.25,0.267,0.232
1.012,0.013,0.056,0.006,82.6,26.25,0.267,0.232
1.014,0.015,0.061,0.008,82.6,26.25,0.267,0.232
1.016,0.017,0.067,0.009,81.9,28.475,0.201,0.222
1.018,0.018,0.073,0.01,81.9,28.475,0.201,0.222
1.02,0.019,0.08,0.011,81.9,28.475,0.201,0.222
1.022,0.02,0.086,0.012,81.9,28.475,0.201,0.222
1.024,0.021,0.091,0.013,81.6,30.225,0.13,0.211
1.026,0.022,0.097,0.014,81.6,30.225,0.13,0.211
1.028,0.024,0.102,0.015,81.6,30.225,0.13,0.211
1.03,0.026,0.108,0.015,81.6,30.225,0.13,0.211
1.032,0.028,0.113,0.015,81.75,31.4,0.056,0.202
1.034,0.03,0.117,0.014,81.75,31.4,0.056,0.202
1.036,0.031,0.118,0.014,81.75,31.4,0.056,0.202
1.038,0.032,0.119,0.014,81.75,31.4,0.056,0.202
1.04,0.033,0.116,0.014,82.3,31.925,-0.018,0.191
1.042,0.033,0.113,0.014,82.3,31.925,-0.018,0.191
1.044,0.033,0.108,0.014,82.3,31.925,-0.018,0.191
1.046,0.032,0.103,0.014,82.3,31.925,-0.018,0.191
1.048,0.03,0.098,0.014,83.05,31.875,-0.089,0.18
1.05,0.028,0.092,0.014,83.05,31.875,-0.089,0.18
1.052,0.026,0.086,0.014,83.05,31.875,-0.089,0.18
1.054,0.024,0.08,0.014,83.05,31.875,-0.089,0.18
1.056,0.021,0.073,0.013,84,31.275,-0.155,0.17
1.058,0.018,0.067,0.013,84,31.275,-0.155,0.17
1.06,0.015,0.061,0.011,84,31.275,-0.155,0.17
1.062,0.013,0.055,0.01,84,31.275,-0.155,0.17
1.064,0.011,0.049,0.007,84.95,30.1,-0.216,0.16
1.066,0.01,0.042,0.005,84.95,30.1,-0.216,0.16
1.068,0.008,0.036,0.002,84.95,30.1,-0.216,0.16
1.07,0.006,0.03,-0.002,84.95,30.1,-0.216,0.16
1.072,0.004,0.025,-0.005,85.85,28.35,-0.265,0.149
1.074,0.001,0.021,-0.008,85.85,28.35,-0.265,0.149
1.076,-0.002,0.018,-0.011,85.85,28.35,-0.265,0.149
1.078,-0.004,0.016,-0.013,85.85,28.35,-0.265,0.149
1.08,-0.007,0.015,-0.015,86.75,26.35,-0.303,0.138
1.082,-0.01,0.013,-0.016,86.75,26.35,-0.303,0.138
1.084,-0.013,0.011,-0.018,86.75,26.35,-0.303,0.138
1.086,-0.015,0.01,-0.019,86.75,26.35,-0.303,0.138
1.088,-0.017,0.008,-0.021,87.45,24.475,-0.331,0.127
1.09,-0.019,0.006,-0.023,87.45,24.475,-0.331,0.127
1.092,-0.019,0.004,-0.025,87.45,24.475,-0.331,0.127
1.094,-0.02,0.001,-0.027,87.45,24.475,-0.331,0.127
1.096,-0.021,-0.002,-0.029,88.05,22.9,-0.346,0.116
1.098,-0.023,-0.004,-0.03,88.05,22.9,-0.346,0.116
1.1,-0.024,-0.006,-0.03,88.05,22.9,-0.346,0.116
1.102,-0.025,-0.009,-0.03,88.05,22.9,-0.346,0.116
1.104,-0.025,-0.01,-0.03,88.4,21.675,-0.352,0.105
1.106,-0.026,-0.011,-0.03,88.4,21.675,-0.352,0.105
1.108,-0.025,-0.011,-0.03,88.4,21.675,-0.352,0.105
1.11,-0.023,-0.011,-0.03,88.4,21.675,-0.352,0.105
1.112,-0.022,-0.011,-0.029,88.55,20.8,-0.348,0.094
1.114,-0.022,-0.011,-0.029,88.55,20.8,-0.348,0.094
1.116,-0.021,-0.011,-0.028,88.55,20.8,-0.348,0.094
1.118,-0.021,-0.012,-0.027,88.55,20.8,-0.348,0.094
1.12,-0.021,-0.014,-0.025,88.65,20.2,-0.337,0.083
1.122,-0.02,-0.016,-0.024,88.65,20.2,-0.337,0.083
1.124,-0.02,-0.018,-0.024,88.65,20.2,-0.337,0.083
1.126,-0.02,-0.019,-0.023,88.65,20.2,-0.337,0.083
1.128,-0.019,-0.02,-0.022,88.5,19.85,-0.321,0.071
1.13,-0.019,-0.021,-0.022,88.5,19.85,-0.321,0.071
1.132,-0.018,-0.021,-0.022,88.5,19.85,-0.321,0.071
1.134,-0.018,-0.02,-0.022,88.5,19.85,-0.321,0.071
1.136,-0.018,-0.018,-0.022,88.3,19.675,-0.305,0.059
1.138,-0.019,-0.017,-0.022,88.3,19.675,-0.305,0.059
1.14,-0.018,-0.016,-0.022,88.3,19.675,-0.305,0.059
1.142,-0.018,-0.015,-0.022,88.3,19.675,-0.305,0.059
1.144,-0.017,-0.015,-0.021,87.85,19.625,-0.288,0.045
1.146,-0.016,-0.014,-0.021,87.85,19.625,-0.288,0.045
1.148,-0.015,-0.015,-0.02,87.85,19.625,-0.288,0.045
1.15,-0.015,-0.015,-0.019,87.85,19.625,-0.288,0.045
1.152,-0.014,-0.015,-0.018,87.4,19.675,-0.277,0.033
1.154,-0.013,-0.015,-0.017,87.4,19.675,-0.277,0.033
1.156,-0.013,-0.015,-0.017,87.4,19.675,-0.277,0.033
1.158,-0.012,-0.014,-0.016,87.4,19.675,-0.277,0.033
1.16,-0.011,-0.012,-0.015,86.85,19.85,-0.263,0.022
1.162,-0.01,-0.01,-0.013,86.85,19.85,-0.263,0.022
1.164,-0.007,-0.006,-0.009,86.85,19.85,-0.263,0.022
1.166,-0.005,-0.003,-0.004,86.85,19.85,-0.263,0.022
1.168,0.001,0.002,0.004,86.35,19.9,-0.258,0.013
1.17,0.007,0.006,0.013,86.35,19.9,-0.258,0.013
1.172,0.018,0.009,0.029,86.35,19.9,-0.258,0.013
1.174,0.028,0.013,0.045,86.35,19.9,-0.258,0.013
1.176,0.043,0.013,0.068,85.8,19.975,-0.254,0.004
1.178,0.057,0.012,0.091,85.8,19.975,-0.254,0.004
1.18,0.074,0.004,0.118,85.8,19.975,-0.254,0.004
1.182,0.092,-0.004,0.146,85.8,19.975,-0.254,0.004
1.184,0.109,-0.017,0.173,85.3,20.15,-0.254,-0.004
1.186,0.126,-0.029,0.201,85.3,20.15,-0.254,-0.004
1.188,0.14,-0.045,0.223,85.3,20.15,-0.254,-0.004
1.19,0.154,-0.062,0.245,85.3,20.15,-0.254,-0.004
1.192,0.163,-0.08,0.261,84.65,20.425,-0.263,-0.011
1.194,0.171,-0.098,0.276,84.65,20.425,-0.263,-0.011
1.196,0.173,-0.114,0.285,84.65,20.425,-0.263,-0.011
1.198,0.175,-0.13,0.295,84.65,20.425,-0.263,-0.011
1.2,0.172,-0.145,0.298,83.95,20.85,-0.271,-0.019
1.202,0.169,-0.16,0.302,83.95,20.85,-0.271,-0.019
1.204,0.158,-0.174,0.294,83.95,20.85,-0.271,-0.019
1.206,0.146,-0.189,0.286,83.95,20.85,-0.271,-0.019
1.208,0.119,-0.201,0.254,83.2,21.325,-0.282,-0.026
1.21,0.092,-0.213,0.222,83.2,21.325,-0.282,-0.026
1.212,0.045,-0.222,0.157,83.2,21.325,-0.282,-0.026
1.214,-0.001,-0.231,0.091,83.2,21.325,-0.282,-0.026
1.216,-0.063,-0.237,-0.004,82.55,21.9,-0.3,-0.034
1.218,-0.125,-0.244,-0.098,82.55,21.9,-0.3,-0.034
1.22,-0.189,-0.249,-0.198,82.55,21.9,-0.3,-0.034
1.222,-0.253,-0.254,-0.297,82.55,21.9,-0.3,-0.034
1.224,-0.3,-0.255,-0.371,81.95,22.6,-0.319,-0.041
1.226,-0.348,-0.256,-0.445,81.95,22.6,-0.319,-0.041
1.228,-0.365,-0.254,-0.474,81.95,22.6,-0.319,-0.041
1.23,-0.383,-0.251,-0.504,81.95,22.6,-0.319,-0.041
1.232,-0.37,-0.243,-0.489,81.35,23.55,-0.339,-0.048
1.234,-0.358,-0.235,-0.475,81.35,23.55,-0.339,-0.048
1.236,-0.328,-0.221,-0.434,81.35,23.55,-0.339,-0.048
1.238,-0.297,-0.206,-0.394,81.35,23.55,-0.339,-0.048
1.24,-0.263,-0.186,-0.348,80.9,24.775,-0.359,-0.054
1.242,-0.228,-0.167,-0.303,80.9,24.775,-0.359,-0.054
1.244,-0.197,-0.145,-0.264,80.9,24.775,-0.359,-0.054
1.246,-0.166,-0.124,-0.225,80.9,24.775,-0.359,-0.054
1.248,-0.141,-0.103,-0.194,80.35,26.125,-0.383,-0.061
1.25,-0.115,-0.082,-0.163,80.35,26.125,-0.383,-0.061
1.252,-0.096,-0.063,-0.139,80.35,26.125,-0.383,-0.061
1.254,-0.077,-0.044,-0.114,80.35,26.125,-0.383,-0.061
1.256,-0.063,-0.028,-0.096,79.9,27.125,-0.406,-0.069
1.258,-0.049,-0.012,-0.077,79.9,27.125,-0.406,-0.069
1.26,-0.038,-0.001,-0.063,79.9,27.125,-0.406,-0.069
1.262,-0.028,0.01,-0.049,79.9,27.125,-0.406,-0.069
1.264,-0.021,0.016,-0.039,79.45,27.225,-0.427,-0.076
1.266,-0.013,0.022,-0.029,79.45,27.225,-0.427,-0.076
1.268,-0.009,0.025,-0.022,79.45,27.225,-0.427,-0.076
1.27,-0.005,0.029,-0.016,79.45,27.225,-0.427,-0.076
1.272,-0.003,0.032,-0.012,79,26.6,-0.449,-0.085
1.274,0,0.034,-0.008,79,26.6,-0.449,-0.085
1.276,0.002,0.035,-0.004,79,26.6,-0.449,-0.085
1.278,0.004,0.037,0,79,26.6,-0.449,-0.085
1.28,0.005,0.038,0.003,78.65,25.525,-0.467,-0.094
1.282,0.007,0.04,0.005,78.65,25.525,-0.467,-0.094
1.284,0.008,0.041,0.006,78.65,25.525,-0.467,-0.094
1.286,0.009,0.041,0.007,78.65,25.525,-0.467,-0.094
1.288,0.01,0.043,0.007,78.3,24.55,-0.485,-0.105
1.29,0.011,0.044,0.007,78.3,24.55,-0.485,-0.105
1.292,0.013,0.045,0.007,78.3,24.55,-0.485,-0.105
1.294,0.014,0.047,0.007,78.3,24.55,-0.485,-0.105
1.296,0.015,0.048,0.007,77.95,23.825,-0.502,-0.119
1.298,0.015,0.049,0.008,77.95,23.825,-0.502,-0.119
1.3,0.015,0.05,0.009,77.95,23.825,-0.502,-0.119
1.302,0.014,0.051,0.01,77.95,23.825,-0.502,-0.119
1.304,0.014,0.051,0.011,77.65,23.775,-0.517,-0.134
1.306,0.014,0.052,0.012,77.65,23.775,-0.517,-0.134
1.308,0.014,0.053,0.013,77.65,23.775,-0.517,-0.134
1.31,0.014,0.054,0.014,77.65,23.775,-0.517,-0.134
1.312,0.014,0.055,0.015,77.4,24.25,-0.534,-0.149
1.314,0.014,0.056,0.015,77.4,24.25,-0.534,-0.149
1.316,0.014,0.057,0.015,77.4,24.25,-0.534,-0.149
1.318,0.014,0.058,0.014,77.4,24.25,-0.534,-0.149
1.32,0.014,0.059,0.014,77.25,24.6,-0.546,-0.166
1.322,0.014,0.059,0.014,77.25,24.6,-0.546,-0.166
1.324,0.014,0.059,0.014,77.25,24.6,-0.546,-0.166
1.326,0.014,0.058,0.014,77.25,24.6,-0.546,-0.166
1.328,0.015,0.058,0.014,77.2,24.55,-0.557,-0.181
1.33,0.015,0.058,0.014,77.2,24.55,-0.557,-0.181
1.332,0.016,0.058,0.014,77.2,24.55,-0.557,-0.181
1.334,0.017,0.058,0.014,77.2,24.55,-0.557,-0.181
1.336,0.018,0.059,0.014,77.2,24.3,-0.571,-0.198
1.338,0.02,0.059,0.014,77.2,24.3,-0.571,-0.198
1.34,0.021,0.06,0.014,77.2,24.3,-0.571,-0.198
1.342,0.021,0.061,0.014,77.2,24.3,-0.571,-0.198
1.344,0.022,0.062,0.014,77.2,24.25,-0.576,-0.213
1.346,0.023,0.063,0.014,77.2,24.25,-0.576,-0.213
1.348,0.024,0.064,0.015,77.2,24.25,-0.576,-0.213
1.35,0.025,0.065,0.015,77.2,24.25,-0.576,-0.213
1.352,0.026,0.066,0.016,77.3,24.425,-0.584,-0.23
1.354,0.027,0.067,0.017,77.3,24.425,-0.584,-0.23
1.356,0.028,0.067,0.018,77.3,24.425,-0.584,-0.23
1.358,0.028,0.067,0.02,77.3,24.425,-0.584,-0.23
1.36,0.029,0.067,0.021,77.65,24.55,-0.589,-0.245
1.362,0.03,0.067,0.022,77.65,24.55,-0.589,-0.245
1.364,0.032,0.068,0.025,77.65,24.55,-0.589,-0.245
1.366,0.033,0.068,0.027,77.65,24.55,-0.589,-0.245
1.368,0.035,0.069,0.03,78.3,24.475,-0.589,-0.262
1.37,0.037,0.069,0.033,78.3,24.475,-0.589,-0.262
1.372,0.039,0.07,0.036,78.3,24.475,-0.589,-0.262
1.374,0.041,0.071,0.039,78.3,24.475,-0.589,-0.262
1.376,0.043,0.072,0.042,79.45,24.375,-0.591,-0.277
1.378,0.044,0.073,0.045,79.45,24.375,-0.591,-0.277
1.38,0.046,0.075,0.049,79.45,24.375,-0.591,-0.277
1.382,0.049,0.077,0.053,79.45,24.375,-0.591,-0.277
1.384,0.052,0.079,0.056,81,24.375,-0.589,-0.292
1.386,0.055,0.08,0.059,81,24.375,-0.589,-0.292
1.388,0.058,0.081,0.061,81,24.375,-0.589,-0.292
1.39,0.06,0.081,0.064,81,24.375,-0.589,-0.292
1.392,0.063,0.083,0.068,83.1,24.725,-0.586,-0.306
1.394,0.066,0.085,0.071,83.1,24.725,-0.586,-0.306
1.396,0.069,0.086,0.076,83.1,24.725,-0.586,-0.306
1.398,0.072,0.088,0.081,83.1,24.725,-0.586,-0.306
1.4,0.074,0.089,0.086,85.8,25.425,-0.576,-0.321
1.402,0.077,0.091,0.09,85.8,25.425,-0.576,-0.321
1.404,0.08,0.092,0.092,85.8,25.425,-0.576,-0.321
1.406,0.082,0.093,0.095,85.8,25.425,-0.576,-0.321
1.408,0.084,0.093,0.098,88.9,26.35,-0.565,-0.334
1.41,0.085,0.094,0.1,88.9,26.35,-0.565,-0.334
1.412,0.086,0.095,0.102,88.9,26.35,-0.565,-0.334
1.414,0.088,0.095,0.105,88.9,26.35,-0.565,-0.334
1.416,0.089,0.095,0.106,92.25,27.475,-0.551,-0.347
1.418,0.091,0.094,0.108,92.25,27.475,-0.551,-0.347
1.42,0.091,0.093,0.108,92.25,27.475,-0.551,-0.347
1.422,0.092,0.092,0.108,92.25,27.475,-0.551,-0.347
1.424,0.091,0.091,0.107,95.8,28.65,-0.53,-0.359
1.426,0.091,0.091,0.107,95.8,28.65,-0.53,-0.359
1.428,0.09,0.091,0.106,95.8,28.65,-0.53,-0.359
1.43,0.09,0.091,0.106,95.8,28.65,-0.53,-0.359
1.432,0.089,0.091,0.105,99.3,29.7,-0.5,-0.372
1.434,0.088,0.091,0.105,99.3,29.7,-0.5,-0.372
1.436,0.087,0.09,0.103,99.3,29.7,-0.5,-0.372
1.438,0.086,0.09,0.102,99.3,29.7,-0.5,-0.372
1.44,0.085,0.088,0.099,102.65,30.7,-0.467,-0.384
1.442,0.084,0.087,0.096,102.65,30.7,-0.467,-0.384
1.444,0.081,0.085,0.093,102.65,30.7,-0.467,-0.384
1.446,0.078,0.083,0.09,102.65,30.7,-0.467,-0.384
1.448,0.075,0.081,0.086,105.85,31.45,-0.423,-0.394
1.45,0.073,0.079,0.082,105.85,31.45,-0.423,-0.394
1.452,0.07,0.078,0.077,105.85,31.45,-0.423,-0.394
1.454,0.067,0.077,0.072,105.85,31.45,-0.423,-0.394
1.456,0.064,0.076,0.067,108.65,31.975,-0.369,-0.403
1.458,0.061,0.075,0.062,108.65,31.975,-0.369,-0.403
1.46,0.059,0.074,0.058,108.65,31.975,-0.369,-0.403
1.462,0.056,0.073,0.054,108.65,31.975,-0.369,-0.403
1.464,0.053,0.072,0.05,111,32.15,-0.306,-0.41
1.466,0.05,0.072,0.045,111,32.15,-0.306,-0.41
1.468,0.047,0.07,0.041,111,32.15,-0.306,-0.41
1.47,0.044,0.068,0.037,111,32.15,-0.306,-0.41
1.472,0.04,0.067,0.033,112.7,31.975,-0.233,-0.417
1.474,0.035,0.065,0.028,112.7,31.975,-0.233,-0.417
1.476,0.031,0.063,0.024,112.7,31.975,-0.233,-0.417
1.478,0.027,0.061,0.019,112.7,31.975,-0.233,-0.417
1.48,0.024,0.059,0.016,113.65,31.45,-0.152,-0.426
1.482,0.021,0.057,0.013,113.65,31.45,-0.152,-0.426
1.484,0.019,0.056,0.009,113.65,31.45,-0.152,-0.426
1.486,0.017,0.054,0.006,113.65,31.45,-0.152,-0.426
1.488,0.015,0.052,0.002,113.95,30.75,-0.071,-0.435
1.49,0.012,0.05,-0.002,113.95,30.75,-0.071,-0.435
1.492,0.009,0.048,-0.005,113.95,30.75,-0.071,-0.435
1.494,0.006,0.045,-0.009,113.95,30.75,-0.071,-0.435
1.496,0.004,0.043,-0.013,113.45,29.875,0.017,-0.446
1.498,0.002,0.041,-0.017,113.45,29.875,0.017,-0.446
1.5,0,0.04,-0.02,113.45,29.875,0.017,-0.446
1.502,-0.002,0.038,-0.023,113.45,29.875,0.017,-0.446
1.504,-0.004,0.037,-0.025,112.5,28.925,0.102,-0.456
1.506,-0.007,0.036,-0.027,112.5,28.925,0.102,-0.456
1.508,-0.008,0.035,-0.029,112.5,28.925,0.102,-0.456
1.51,-0.009,0.035,-0.031,112.5,28.925,0.102,-0.456
1.512,-0.011,0.034,-0.032,110.85,28,0.181,-0.467
1.514,-0.012,0.032,-0.033,110.85,28,0.181,-0.467
1.516,-0.013,0.03,-0.034,110.85,28,0.181,-0.467
1.518,-0.015,0.029,-0.035,110.85,28,0.181,-0.467
1.52,-0.015,0.029,-0.035,108.75,26.95,0.253,-0.476
1.522,-0.015,0.028,-0.036,108.75,26.95,0.253,-0.476
1.524,-0.015,0.027,-0.036,108.75,26.95,0.253,-0.476
1.526,-0.015,0.026,-0.037,108.75,26.95,0.253,-0.476
1.528,-0.015,0.025,-0.037,106.1,25.775,0.315,-0.486
1.53,-0.015,0.025,-0.037,106.1,25.775,0.315,-0.486
1.532,-0.015,0.025,-0.037,106.1,25.775,0.315,-0.486
1.534,-0.014,0.026,-0.037,106.1,25.775,0.315,-0.486
1.536,-0.013,0.027,-0.036,103.15,24.55,0.367,-0.496
1.538,-0.012,0.028,-0.036,103.15,24.55,0.367,-0.496
1.54,-0.011,0.029,-0.035,103.15,24.55,0.367,-0.496
1.542,-0.01,0.029,-0.033,103.15,24.55,0.367,-0.496
1.544,-0.009,0.029,-0.032,99.9,23.125,0.402,-0.506
1.546,-0.008,0.029,-0.03,99.9,23.125,0.402,-0.506
1.548,-0.007,0.029,-0.029,99.9,23.125,0.402,-0.506
1.55,-0.007,0.029,-0.028,99.9,23.125,0.402,-0.506
1.552,-0.006,0.029,-0.028,96.5,21.675,0.424,-0.516
1.554,-0.006,0.03,-0.027,96.5,21.675,0.424,-0.516
1.556,-0.005,0.031,-0.025,96.5,21.675,0.424,-0.516
1.558,-0.004,0.032,-0.024,96.5,21.675,0.424,-0.516
1.56,-0.003,0.033,-0.023,93.1,20.375,0.433,-0.525
1.562,-0.001,0.034,-0.022,93.1,20.375,0.433,-0.525
1.564,0,0.035,-0.02,93.1,20.375,0.433,-0.525
1.566,0.001,0.036,-0.018,93.1,20.375,0.433,-0.525
1.568,0.002,0.036,-0.017,89.9,19.85,0.429,-0.534
1.57,0.003,0.037,-0.015,89.9,19.85,0.429,-0.534
1.572,0.003,0.038,-0.014,89.9,19.85,0.429,-0.534
1.574,0.003,0.04,-0.013,89.9,19.85,0.429,-0.534
1.576,0.003,0.041,-0.013,87.2,20.5,0.409,-0.542
1.578,0.003,0.041,-0.013,87.2,20.5,0.409,-0.542
1.58,0.004,0.042,-0.013,87.2,20.5,0.409,-0.542
1.582,0.004,0.043,-0.014,87.2,20.5,0.409,-0.542
1.584,0.005,0.044,-0.015,85.05,22.125,0.379,-0.548
1.586,0.006,0.046,-0.015,85.05,22.125,0.379,-0.548
1.588,0.007,0.049,-0.015,85.05,22.125,0.379,-0.548
1.59,0.009,0.052,-0.014,85.05,22.125,0.379,-0.548
1.592,0.01,0.057,-0.013,83.4,24.3,0.336,-0.554
1.594,0.011,0.061,-0.011,83.4,24.3,0.336,-0.554
1.596,0.013,0.068,-0.009,83.4,24.3,0.336,-0.554
1.598,0.015,0.074,-0.006,83.4,24.3,0.336,-0.554
1.6,0.017,0.083,-0.003,82.25,26.475,0.284,-0.559
1.602,0.018,0.091,0,82.25,26.475,0.284,-0.559
1.604,0.019,0.1,0.002,82.25,26.475,0.284,-0.559
1.606,0.02,0.109,0.003,82.25,26.475,0.284,-0.559
1.608,0.021,0.116,0.004,81.55,28.3,0.225,-0.565
1.61,0.022,0.123,0.005,81.55,28.3,0.225,-0.565
1.612,0.024,0.129,0.006,81.55,28.3,0.225,-0.565
1.614,0.026,0.134,0.007,81.55,28.3,0.225,-0.565
1.616,0.028,0.139,0.007,81.2,29.45,0.157,-0.571
1.618,0.03,0.144,0.008,81.2,29.45,0.157,-0.571
1.62,0.032,0.148,0.009,81.2,29.45,0.157,-0.571
1.622,0.033,0.153,0.011,81.2,29.45,0.157,-0.571
1.624,0.035,0.158,0.013,81.2,29.875,0.087,-0.577
1.626,0.038,0.162,0.014,81.2,29.875,0.087,-0.577
1.628,0.041,0.166,0.015,81.2,29.875,0.087,-0.577
1.63,0.044,0.17,0.016,81.2,29.875,0.087,-0.577
1.632,0.046,0.172,0.017,81.6,29.75,0.013,-0.583
1.634,0.048,0.174,0.017,81.6,29.75,0.013,-0.583
1.636,0.049,0.172,0.018,81.6,29.75,0.013,-0.583
1.638,0.05,0.171,0.019,81.6,29.75,0.013,-0.583
1.64,0.049,0.167,0.018,82.3,29.275,-0.054,-0.588
